tempo,danceability,energy,instrumentalness,liveness,valence
140.001,0.716,0.739,0.8,0.115,0.0609
169.878,0.774,0.521,0.00166,0.109,0.18
220.148,0.469,0.696,0,0.125,0.135
167.016,0.429,0.593,1.51E-06,0.13,0.442
116.875,0.818,0.692,0,0.0799,0.56
147.251,0.851,0.413,0.00246,0.125,0.0534
165.008,0.657,0.386,0.0982,0.11,0.821
126.989,0.766,0.458,5.04E-06,0.0903,0.226
204.068,0.855,0.744,0,0.107,0.215
170.118,0.76,0.959,0,0.324,0.709
140.184,0.781,0.37,1.85E-06,0.112,0.194
128.063,0.755,0.695,0,0.107,0.493
120.012,0.821,0.434,0,0.128,0.241
161.464,0.44,0.594,0.00476,0.113,0.168
150.024,0.696,0.482,0.0158,0.0941,0.198
200.108,0.801,0.792,0,0.893,0.222
128.025,0.947,0.704,0,0.474,0.818
168.02,0.666,0.932,0,0.41,0.524
137.981,0.896,0.471,0.000484,0.103,0.19
140.1,0.645,0.81,0,0.391,0.324
180.064,0.893,0.537,0.00406,0.212,0.573
129.987,0.912,0.696,0.0227,0.78,0.351
154.883,0.705,0.685,0,0.284,0.341
143.221,0.692,0.872,0,0.131,0.404
160.063,0.766,0.603,0,0.124,0.098
115.037,0.798,0.708,0,0.089,0.305
160.216,0.72,0.762,0,0.117,0.143
184.904,0.779,0.563,0,0.183,0.504
218.232,0.803,0.467,0,0.36,0.662
160.078,0.617,0.591,0,0.114,0.227
200.048,0.704,0.242,0.459,0.111,0.035
113.3,0.378,0.758,0.000481,0.271,0.674
198.968,0.398,0.859,0.00228,0.168,0.189
160.044,0.486,0.652,0,0.0904,0.149
165.941,0.537,0.647,0,0.139,0.155
119.941,0.488,0.225,0.00653,0.111,0.144
162.025,0.579,0.683,1.93E-06,0.111,0.655
158.053,0.627,0.481,1.14E-06,0.186,0.0993
140.03,0.745,0.564,0.000265,0.194,0.443
170,0.855,0.32,2.33E-06,0.0918,0.535
193.968,0.805,0.527,0.204,0.0864,0.181
119.835,0.603,0.543,0.00538,0.0989,0.0709
139.945,0.834,0.407,0,0.116,0.304
211.984,0.607,0.45,1.12E-05,0.107,0.121
149.959,0.702,0.355,0.00013,0.153,0.216
168.526,0.9,0.783,0,0.183,0.626
170.126,0.548,0.471,0.000191,0.351,0.213
160.001,0.743,0.714,0,0.109,0.319
115.006,0.969,0.525,0,0.384,0.584
159.99,0.653,0.539,1.26E-06,0.388,0.347
135.891,0.667,0.734,0.00473,0.095,0.169
169.96,0.623,0.608,0,0.105,0.263
159.93,0.818,0.773,1.05E-05,0.164,0.288
177.72,0.353,0.71,0.699,0.615,0.0399
119.885,0.441,0.833,0,0.0796,0.305
141.856,0.624,0.814,3.22E-06,0.187,0.752
147.986,0.538,0.499,0.000361,0.0959,0.177
199.99,0.925,0.332,1.27E-05,0.121,0.234
159.993,0.547,0.494,6.10E-06,0.114,0.149
180.032,0.699,0.295,0,0.107,0.157
147.774,0.73,0.47,0.287,0.234,0.0474
155.022,0.592,0.941,0,0.106,0.653
160.062,0.674,0.532,0.0881,0.109,0.0385
136.175,0.926,0.421,0,0.126,0.164
220.008,0.935,0.671,0,0.124,0.502
178.03,0.62,0.841,0,0.0839,0.13
119.994,0.81,0.735,0.0828,0.115,0.134
155.01,0.767,0.956,0.056,0.208,0.427
180.122,0.457,0.616,0.0331,0.103,0.374
153.048,0.453,0.639,0,0.0893,0.347
159.994,0.647,0.985,2.61E-06,0.377,0.334
174.874,0.749,0.851,0,0.389,0.649
210.006,0.727,0.62,0,0.0926,0.555
213.942,0.869,0.274,0.00209,0.0931,0.16
156,0.78,0.262,4.13E-05,0.699,0.484
129.946,0.635,0.95,0.036,0.502,0.459
130.006,0.71,0.685,0.048,0.0691,0.247
118.023,0.888,0.468,0,0.117,0.292
156.126,0.226,0.634,1.21E-06,0.37,0.115
179.996,0.639,0.657,0.00536,0.118,0.187
199.976,0.503,0.437,0,0.112,0.441
116.005,0.734,0.534,0.0379,0.117,0.316
122.015,0.85,0.737,0.069,0.0772,0.0607
184.052,0.784,0.589,8.25E-06,0.122,0.128
155.022,0.726,0.735,3.29E-06,0.368,0.539
184.946,0.621,0.918,0,0.178,0.0773
139.991,0.765,0.797,0,0.175,0.335
115.051,0.67,0.731,0,0.216,0.211
205.958,0.886,0.642,1.43E-05,0.106,0.932
190.044,0.842,0.855,8.22E-05,0.0606,0.923
124.032,0.781,0.504,0.146,0.114,0.0793
148.003,0.804,0.628,0.123,0.079,0.188
136.013,0.593,0.428,0.0906,0.225,0.11
220.13,0.856,0.709,8.26E-05,0.0845,0.406
216.092,0.832,0.607,0.00203,0.114,0.212
125.016,0.697,0.668,0,0.264,0.665
140.036,0.606,0.598,0.0145,0.321,0.284
129.982,0.891,0.649,0.502,0.145,0.451
150.774,0.761,0.341,1.05E-05,0.142,0.349
152.034,0.674,0.524,0.000389,0.173,0.42
190.056,0.82,0.721,0,0.373,0.24
124.932,0.512,0.883,0,0.663,0.246
209.852,0.857,0.752,0.0002,0.105,0.415
194.038,0.801,0.852,0.000847,0.684,0.306
125.034,0.957,0.631,0.00261,0.0722,0.869
145.006,0.665,0.614,0.187,0.124,0.108
160.006,0.709,0.57,0,0.0784,0.605
134.999,0.819,0.747,0.0017,0.0847,0.372
215.972,0.838,0.567,0.0126,0.369,0.431
134.975,0.627,0.412,0.814,0.127,0.0505
119.934,0.536,0.475,0.0171,0.0865,0.0388
119.968,0.71,0.968,0,0.148,0.401
189.942,0.366,0.535,0.00557,0.12,0.0876
155.93,0.668,0.519,0.000815,0.101,0.641
122.701,0.412,0.326,0.000234,0.0932,0.0383
184.87,0.883,0.571,0,0.0664,0.633
150.032,0.772,0.902,0.00588,0.0911,0.354
200.016,0.795,0.766,0,0.0843,0.483
191.81,0.703,0.669,0,0.0996,0.277
148.444,0.562,0.911,0,0.103,0.6
133.904,0.664,0.399,0,0.116,0.424
150.996,0.707,0.663,2.36E-05,0.155,0.545
151.97,0.541,0.666,8.35E-06,0.709,0.308
189.96,0.626,0.513,0.0122,0.161,0.236
112.002,0.67,0.432,0.000149,0.114,0.201
130.363,0.489,0.572,0.000586,0.353,0.151
127.963,0.693,0.59,0,0.125,0.57
160.024,0.606,0.465,0.000821,0.0651,0.355
138.008,0.276,0.864,1.05E-06,0.107,0.179
175.752,0.445,0.924,0,0.401,0.548
208.032,0.837,0.532,1.00E-05,0.125,0.586
129.935,0.932,0.403,0,0.0878,0.196
155.04,0.541,0.522,0.0822,0.0966,0.353
200.046,0.9,0.649,0.00718,0.337,0.209
153.926,0.648,0.196,0.0218,0.0727,0.468
200.008,0.767,0.56,0,0.12,0.0955
124.04,0.863,0.424,2.13E-06,0.376,0.53
220.034,0.751,0.718,0.225,0.29,0.433
219.974,0.769,0.926,0.599,0.114,0.316
217.128,0.858,0.516,5.27E-06,0.0609,0.36
153.028,0.61,0.867,3.55E-05,0.307,0.719
149.975,0.724,0.717,2.03E-05,0.106,0.558
160.075,0.663,0.515,0,0.183,0.163
162.172,0.789,0.516,4.72E-05,0.195,0.247
179.96,0.731,0.561,6.74E-05,0.0957,0.163
119.85,0.773,0.636,0,0.321,0.524
200.064,0.775,0.634,1.78E-06,0.0628,0.521
179.946,0.749,0.493,0.00052,0.126,0.305
149.964,0.545,0.638,0.0793,0.116,0.276
136.144,0.498,0.458,0.00522,0.23,0.26
220.02,0.862,0.333,7.26E-06,0.134,0.672
179.809,0.485,0.391,0.00502,0.0718,0.197
140.002,0.784,0.304,0.000157,0.0949,0.13
167.654,0.424,0.855,0,0.359,0.165
110.404,0.526,0.855,2.11E-05,0.19,0.0991
162.066,0.648,0.632,0.000232,0.121,0.157
163.03,0.492,0.851,0.00047,0.43,0.435
220.066,0.837,0.598,0,0.16,0.0734
220.006,0.903,0.643,0,0.111,0.224
113.978,0.792,0.512,8.82E-05,0.14,0.11
186.198,0.585,0.471,0.0184,0.115,0.323
143.921,0.642,0.538,0,0.273,0.57
127.013,0.849,0.526,0,0.147,0.228
141.931,0.579,0.606,7.73E-05,0.118,0.39
119.93,0.722,0.654,0.00213,0.137,0.55
140.008,0.84,0.547,0,0.165,0.718
178.036,0.638,0.461,0.000735,0.085,0.13
140.15,0.77,0.609,0.000121,0.128,0.293
159.947,0.733,0.754,0,0.139,0.719
143.96,0.899,0.565,0,0.333,0.774
189.9,0.691,0.324,0.00016,0.098,0.218
165.05,0.688,0.568,1.49E-05,0.154,0.366
141.619,0.78,0.657,9.42E-06,0.298,0.364
150.046,0.74,0.613,0.00372,0.123,0.473
146.04,0.592,0.457,0.000331,0.146,0.225
216.01,0.733,0.402,0,0.111,0.15
150.043,0.649,0.2,0.000306,0.206,0.866
220.074,0.789,0.825,1.29E-05,0.131,0.241
140.014,0.865,0.23,7.06E-05,0.313,0.313
149.127,0.85,0.805,0,0.104,0.346
130.137,0.696,0.879,0.000157,0.0687,0.354
161.963,0.591,0.42,4.06E-05,0.186,0.596
114.938,0.665,0.905,0.0669,0.907,0.288
119.845,0.654,0.787,1.41E-05,0.165,0.373
165,0.706,0.659,0.011,0.116,0.204
145.065,0.723,0.619,0,0.0979,0.458
166.014,0.811,0.51,0,0.104,0.54
146.005,0.751,0.809,0,0.101,0.34
145.083,0.736,0.489,0,0.0781,0.507
205.782,0.492,0.641,0,0.0673,0.23
149.974,0.671,0.645,5.20E-05,0.153,0.333
183.018,0.877,0.774,0.0113,0.136,0.455
120.099,0.707,0.609,0,0.0643,0.303
134.017,0.699,0.489,4.20E-05,0.132,0.0739
152.043,0.724,0.843,0,0.12,0.811
119.405,0.659,0.614,0,0.123,0.26
159.99,0.806,0.869,0,0.321,0.396
160.037,0.819,0.541,7.01E-06,0.105,0.584
141.936,0.76,0.711,4.28E-05,0.0913,0.377
140.07,0.711,0.794,0.00334,0.0887,0.774
130.027,0.79,0.94,0,0.343,0.544
161.989,0.671,0.529,0.000335,0.0856,0.203
149.944,0.641,0.703,0,0.111,0.442
174.041,0.762,0.709,0,0.0798,0.537
206.01,0.652,0.912,0,0.296,0.279
213.538,0.884,0.612,0,0.0795,0.287
130.024,0.895,0.772,0,0.118,0.656
168.052,0.703,0.775,0,0.364,0.569
149.786,0.78,0.483,0,0.0852,0.415
119.969,0.975,0.407,0,0.124,0.14
184.956,0.724,0.891,0,0.273,0.71
172.116,0.484,0.435,0.000148,0.34,0.0567
129.953,0.734,0.57,2.14E-05,0.112,0.689
211.9,0.769,0.156,0.015,0.102,0.527
165.959,0.645,0.71,0.00127,0.0916,0.126
140.028,0.81,0.782,0,0.189,0.636
190.04,0.623,0.716,0.381,0.232,0.115
150.033,0.613,0.909,0,0.859,0.739
139.056,0.348,0.925,2.31E-06,0.372,0.142
185.008,0.804,0.686,0.000286,0.196,0.22
199.98,0.639,0.932,0.00818,0.112,0.668
179.836,0.583,0.915,0,0.348,0.628
159.897,0.655,0.948,2.54E-05,0.0835,0.69
156.014,0.727,0.776,0,0.126,0.311
160.08,0.763,0.886,6.37E-05,0.332,0.265
150.192,0.428,0.539,1.03E-05,0.102,0.332
131.814,0.466,0.0987,0.679,0.13,0.176
130.104,0.59,0.922,0,0.381,0.715
163.922,0.625,0.589,8.88E-06,0.105,0.641
186.58,0.863,0.587,0,0.0832,0.749
210.054,0.829,0.317,0.0157,0.31,0.178
142.011,0.772,0.335,0,0.0922,0.391
160.039,0.565,0.467,0,0.553,0.329
134.039,0.886,0.65,0,0.127,0.517
152.049,0.758,0.854,0,0.154,0.481
200.04,0.755,0.41,5.30E-05,0.114,0.0919
160.021,0.749,0.655,0.393,0.08,0.307
180.001,0.652,0.864,0,0.32,0.43
150.052,0.677,0.793,1.18E-05,0.105,0.941
160.147,0.735,0.525,0.918,0.101,0.369
189.996,0.851,0.575,1.09E-06,0.084,0.759
150.011,0.743,0.689,0.000545,0.0969,0.157
129.878,0.467,0.889,0.182,0.26,0.318
150.018,0.664,0.355,3.34E-05,0.0913,0.152
145.103,0.475,0.53,0.407,0.0986,0.0739
169.998,0.684,0.459,0.0334,0.252,0.325
165.071,0.579,0.698,0,0.174,0.302
178.096,0.413,0.838,0,0.395,0.265
163.858,0.659,0.62,3.84E-05,0.111,0.627
179.921,0.72,0.672,0.000545,0.143,0.0785
169.44,0.608,0.696,0.59,0.0839,0.0388
125.99,0.647,0.876,0,0.118,0.175
180.02,0.715,0.735,0.00307,0.14,0.351
184.914,0.81,0.314,0,0.0872,0.432
132.441,0.716,0.536,2.44E-06,0.0951,0.191
196.114,0.78,0.433,2.26E-06,0.175,0.434
120.1,0.364,0.826,0.0064,0.0914,0.113
149.974,0.852,0.344,0.00136,0.0487,0.354
117.952,0.792,0.851,0.0667,0.356,0.269
126.974,0.647,0.405,0.797,0.111,0.153
207.95,0.847,0.486,0,0.667,0.833
121.083,0.745,0.664,0,0.851,0.526
161.024,0.63,0.63,0,0.142,0.163
112.779,0.823,0.331,0,0.0938,0.342
170.018,0.738,0.765,0.00378,0.099,0.574
161.981,0.636,0.382,4.31E-05,0.123,0.193
125.984,0.5,0.655,0,0.12,0.098
149.974,0.521,0.766,0,0.155,0.196
164.064,0.265,0.827,0,0.117,0.131
170.033,0.368,0.796,0,0.0694,0.181
148.032,0.646,0.791,0.00402,0.132,0.285
139.942,0.763,0.724,0,0.0508,0.874
147.942,0.84,0.802,0.00346,0.329,0.575
139.947,0.689,0.768,0,0.276,0.0975
139.999,0.745,0.679,0.532,0.301,0.35
201.906,0.693,0.685,0,0.113,0.325
113.078,0.626,0.603,0.000228,0.133,0.138
134.902,0.728,0.662,0,0.441,0.146
116.085,0.709,0.53,0.000751,0.113,0.0659
169.036,0.713,0.47,1.35E-05,0.306,0.0825
140.955,0.701,0.464,0.755,0.119,0.359
150.026,0.788,0.31,0.0283,0.0923,0.651
157.476,0.642,0.556,0.00438,0.0734,0.0671
111.005,0.741,0.782,2.35E-06,0.222,0.328
190.06,0.7,0.764,0.0341,0.0991,0.456
153.938,0.836,0.314,0.000663,0.117,0.259
163.909,0.525,0.651,0.00181,0.107,0.323
154.034,0.742,0.656,0,0.447,0.733
133.952,0.726,0.37,0.00624,0.108,0.273
178.096,0.669,0.492,0.000179,0.0868,0.304
150.079,0.556,0.609,4.44E-05,0.111,0.258
155.004,0.763,0.753,6.56E-05,0.129,0.532
160.116,0.73,0.79,0,0.115,0.526
159.959,0.618,0.499,0,0.0993,0.329
164.99,0.619,0.639,0,0.0842,0.382
156.029,0.853,0.288,7.43E-05,0.0771,0.288
195.628,0.58,0.514,0,0.0923,0.0959
163.008,0.729,0.697,0,0.0575,0.765
152.018,0.713,0.245,0.208,0.157,0.128
160.037,0.683,0.595,0,0.109,0.0557
170.009,0.713,0.632,1.44E-06,0.105,0.373
208.166,0.74,0.55,0,0.887,0.378
189.922,0.713,0.909,5.61E-05,0.0729,0.506
125.029,0.654,0.895,0.00165,0.152,0.333
115.053,0.755,0.561,0.00939,0.309,0.289
218.082,0.718,0.443,4.71E-05,0.0972,0.442
200.008,0.911,0.574,0,0.108,0.506
168.08,0.424,0.581,9.75E-06,0.12,0.299
145.941,0.786,0.708,0.00394,0.498,0.373
159.923,0.805,0.604,0,0.115,0.391
140.002,0.857,0.731,0.000364,0.324,0.609
201.978,0.896,0.134,0.427,0.104,0.12
140.997,0.765,0.358,6.28E-06,0.0996,0.539
150.148,0.897,0.592,0,0.167,0.734
154.026,0.837,0.52,0.00587,0.369,0.615
146.004,0.76,0.499,0.00758,0.202,0.685
147.98,0.857,0.506,1.94E-06,0.127,0.64
140.786,0.61,0.745,4.31E-05,0.38,0.661
141.02,0.831,0.332,1.82E-06,0.151,0.574
147.978,0.804,0.451,2.96E-06,0.241,0.565
141.973,0.882,0.593,0.000271,0.716,0.745
112.007,0.963,0.693,0,0.115,0.563
140.008,0.91,0.528,2.30E-06,0.18,0.583
148.869,0.757,0.641,6.25E-06,0.122,0.394
140.021,0.809,0.816,2.58E-05,0.381,0.549
139.964,0.813,0.521,0.00013,0.475,0.684
134.988,0.689,0.496,0.344,0.0993,0.314
186.054,0.831,0.636,8.50E-06,0.281,0.353
137.887,0.792,0.862,9.72E-06,0.181,0.345
159.998,0.683,0.59,0,0.236,0.316
174.03,0.761,0.684,0,0.117,0.184
163.984,0.469,0.717,0.00147,0.128,0.272
199.974,0.751,0.684,0,0.135,0.217
215.898,0.862,0.716,0,0.145,0.252
209.934,0.77,0.603,0,0.124,0.135
219.994,0.797,0.516,0.431,0.0728,0.0477
125.087,0.521,0.976,0,0.319,0.419
130.2,0.592,0.79,0,0.286,0.26
138.017,0.775,0.713,0.0989,0.147,0.227
150.049,0.736,0.559,0.00096,0.0886,0.0354
151.069,0.687,0.653,0.534,0.326,0.529
178.085,0.677,0.757,0.405,0.0471,0.372
120.025,0.72,0.628,0.0161,0.0777,0.114
144.894,0.623,0.52,0,0.2,0.302
146.023,0.757,0.625,0.345,0.129,0.389
130.118,0.73,0.524,0.0237,0.276,0.413
135.972,0.735,0.953,0.00106,0.125,0.961
145.007,0.728,0.451,3.04E-05,0.251,0.0971
160.099,0.578,0.61,0,0.177,0.247
140.037,0.832,0.47,0,0.15,0.444
149.968,0.779,0.438,8.12E-05,0.333,0.322
136.938,0.804,0.585,0.0862,0.0747,0.505
116.011,0.852,0.377,0.00651,0.128,0.312
129.876,0.606,0.879,0,0.178,0.615
158.946,0.424,0.406,2.24E-06,0.362,0.0799
159.98,0.753,0.337,0.000394,0.101,0.431
195.534,0.509,0.542,0.00639,0.23,0.151
139.998,0.708,0.235,0.00238,0.103,0.169
147.965,0.817,0.697,0.00716,0.101,0.334
139.059,0.763,0.726,0,0.0976,0.349
122.021,0.847,0.525,0.0011,0.104,0.169
184.912,0.586,0.535,0.000169,0.228,0.144
173.022,0.613,0.677,0,0.201,0.109
155.061,0.736,0.689,0,0.0818,0.537
179.852,0.521,0.577,0,0.259,0.225
150.032,0.536,0.604,0,0.105,0.309
130.012,0.828,0.441,0.103,0.169,0.595
196.06,0.741,0.611,0.000176,0.219,0.521
140.163,0.778,0.336,1.67E-05,0.174,0.577
169.94,0.793,0.312,0.00324,0.111,0.525
170.182,0.513,0.533,0,0.143,0.0571
176.798,0.556,0.64,0,0.215,0.703
129.982,0.908,0.809,0.000236,0.0726,0.201
114.803,0.575,0.909,0.000535,0.272,0.177
154.966,0.86,0.867,0,0.109,0.566
172.222,0.802,0.745,0,0.138,0.823
143.049,0.795,0.629,0.00108,0.0896,0.684
151.099,0.735,0.409,1.81E-06,0.13,0.19
164.861,0.747,0.388,0.314,0.126,0.223
143.987,0.735,0.689,0,0.355,0.337
163.968,0.796,0.494,0,0.224,0.668
120.452,0.613,0.724,0,0.114,0.37
122.027,0.707,0.853,0,0.765,0.684
165.06,0.767,0.757,0.0544,0.114,0.401
160.024,0.729,0.63,0,0.205,0.463
140.062,0.738,0.547,0.301,0.11,0.0427
140.072,0.747,0.507,0.525,0.364,0.285
149.981,0.638,0.684,0.904,0.37,0.136
141.95,0.632,0.601,0,0.147,0.211
147.398,0.544,0.744,0,0.336,0.572
120.021,0.729,0.369,0,0.575,0.0459
155.076,0.597,0.377,0.317,0.0945,0.12
220.008,0.728,0.363,0.00551,0.104,0.163
150.989,0.893,0.293,0,0.124,0.476
164.944,0.577,0.181,0.471,0.111,0.209
179.984,0.651,0.546,0.0314,0.112,0.185
168.362,0.617,0.536,0,0.124,0.479
200.112,0.633,0.374,0.0124,0.111,0.139
142.788,0.575,0.481,0,0.668,0.724
139.991,0.847,0.355,0,0.132,0.456
150.016,0.914,0.515,0,0.105,0.215
160.009,0.789,0.572,0.0247,0.0754,0.107
164.82,0.563,0.619,0,0.676,0.377
149.975,0.653,0.92,0,0.191,0.598
159.984,0.835,0.645,4.27E-06,0.0818,0.524
183.856,0.722,0.356,0.029,0.0938,0.0638
160.944,0.753,0.71,0.000116,0.0795,0.548
114.864,0.474,0.928,0,0.342,0.42
199.97,0.814,0.819,0.00015,0.573,0.537
134.827,0.667,0.725,0,0.15,0.615
158.924,0.65,0.418,2.12E-05,0.115,0.0631
152.109,0.647,0.599,0.0725,0.145,0.271
140.055,0.708,0.795,0.000924,0.146,0.331
154.424,0.659,0.468,0,0.115,0.0394
120.042,0.935,0.352,0.102,0.0883,0.164
185.216,0.753,0.652,0.000327,0.215,0.224
157.035,0.698,0.731,0,0.122,0.312
170.66,0.555,0.373,0.00535,0.15,0.318
179.856,0.398,0.805,0.0343,0.102,0.303
122.429,0.768,0.85,0,0.305,0.251
117.003,0.8,0.591,0,0.429,0.747
160.03,0.808,0.867,0.0148,0.587,0.601
194.71,0.428,0.976,0,0.434,0.0933
130.826,0.718,0.668,0.0078,0.124,0.038
184.04,0.602,0.762,0.00819,0.121,0.112
164.976,0.799,0.798,2.75E-06,0.138,0.282
202.012,0.715,0.912,0,0.307,0.507
158.926,0.345,0.99,5.40E-05,0.678,0.247
146.973,0.735,0.79,0.0189,0.147,0.173
121.973,0.791,0.734,0.0381,0.22,0.177
141.901,0.659,0.602,0,0.0939,0.112
159.853,0.582,0.498,0.114,0.0962,0.338
160.082,0.598,0.217,2.66E-05,0.103,0.45
159.987,0.675,0.861,0.000398,0.119,0.212
178.042,0.666,0.913,2.52E-05,0.122,0.719
149.962,0.796,0.666,2.22E-06,0.114,0.261
173.88,0.547,0.375,0,0.58,0.459
111.992,0.857,0.45,0,0.134,0.67
124.839,0.525,0.52,1.40E-05,0.583,0.0719
120.051,0.772,0.464,0.00692,0.112,0.0367
155.067,0.771,0.629,0.00555,0.175,0.136
111.89,0.63,0.599,0.000278,0.11,0.235
147.006,0.833,0.672,3.53E-05,0.0889,0.3
159.969,0.839,0.419,0.000115,0.0819,0.55
177.978,0.506,0.45,0.000225,0.103,0.131
150.208,0.392,0.423,0.0843,0.0991,0.236
151.184,0.313,0.457,1.37E-05,0.134,0.378
162.022,0.728,0.492,0,0.13,0.471
124.99,0.817,0.267,5.31E-05,0.11,0.153
131.449,0.628,0.454,0,0.221,0.648
196.036,0.743,0.587,6.68E-05,0.11,0.0792
120.065,0.672,0.718,0.1,0.134,0.216
154.024,0.815,0.328,0.000108,0.12,0.0425
160.064,0.428,0.571,0.000556,0.116,0.0478
135.004,0.908,0.458,0.016,0.108,0.15
130,0.95,0.321,0,0.118,0.19
124.99,0.642,0.488,0,0.142,0.117
186.038,0.872,0.328,0.00516,0.0991,0.314
176.017,0.61,0.671,4.51E-06,0.136,0.367
158.269,0.577,0.679,0,0.189,0.374
200.064,0.819,0.773,1.40E-06,0.449,0.564
130.03,0.823,0.674,0.224,0.0981,0.142
157.032,0.473,0.944,0.00196,0.563,0.348
169.86,0.455,0.939,0,0.7,0.49
174.992,0.586,0.817,0,0.276,0.728
190.006,0.797,0.44,3.99E-05,0.14,0.31
129.022,0.943,0.493,7.84E-06,0.333,0.671
127.052,0.842,0.648,0,0.214,0.594
170.054,0.66,0.466,0.203,0.114,0.285
219.898,0.562,0.77,0,0.133,0.0892
169.941,0.52,0.623,0.357,0.385,0.182
127.075,0.793,0.562,5.49E-06,0.152,0.3
157.024,0.676,0.415,0.0151,0.114,0.0772
178.022,0.405,0.636,0.0104,0.0977,0.141
159.976,0.651,0.666,0.259,0.0914,0.437
159.969,0.898,0.467,0,0.11,0.251
138.023,0.733,0.655,0,0.156,0.265
165.914,0.811,0.441,0,0.0865,0.13
124.012,0.811,0.144,0.778,0.111,0.319
199.992,0.852,0.507,0.00683,0.0895,0.398
121.014,0.969,0.783,1.59E-05,0.278,0.636
185.97,0.614,0.478,0.000144,0.201,0.183
181.276,0.388,0.524,0.000764,0.116,0.128
145.95,0.661,0.606,1.44E-05,0.18,0.375
150.023,0.762,0.705,0,0.175,0.624
189.994,0.601,0.537,7.89E-05,0.109,0.447
179.972,0.508,0.407,1.59E-06,0.109,0.222
150.648,0.461,0.403,0.000128,0.608,0.226
149.994,0.782,0.913,0,0.342,0.212
161.026,0.709,0.485,0,0.118,0.263
208.044,0.909,0.672,0,0.51,0.53
135.964,0.741,0.626,0,0.238,0.698
155.428,0.373,0.421,8.96E-05,0.147,0.214
154.868,0.552,0.523,3.25E-06,0.109,0.214
139.833,0.543,0.909,0,0.126,0.43
126.943,0.513,0.704,0.000945,0.155,0.143
184.016,0.666,0.628,0.000409,0.0933,0.106
111.993,0.645,0.61,0.06,0.11,0.207
149.925,0.665,0.48,2.13E-05,0.141,0.519
220.138,0.762,0.213,0,0.0668,0.105
160.069,0.826,0.508,0.564,0.113,0.0771
114.841,0.783,0.434,0,0.106,0.0758
182.65,0.447,0.668,0,0.161,0.209
146.532,0.655,0.372,2.18E-05,0.182,0.628
169.972,0.785,0.7,0.757,0.115,0.264
165.902,0.538,0.655,0.131,0.102,0.25
172.311,0.367,0.625,0,0.0984,0.6
120.076,0.762,0.72,0,0.192,0.195
204.514,0.48,0.813,0,0.104,0.153
130.036,0.688,0.819,1.30E-06,0.103,0.256
199.99,0.655,0.528,0,0.105,0.136
139.918,0.512,0.521,0,0.111,0.229
150.038,0.702,0.221,0,0.11,0.0748
170.03,0.75,0.475,2.02E-05,0.126,0.178
154.965,0.675,0.453,0.00208,0.186,0.446
158.974,0.697,0.564,0.000339,0.0501,0.706
112.003,0.723,0.58,0.000228,0.552,0.224
126.176,0.844,0.621,0,0.217,0.457
169.144,0.288,0.413,3.48E-05,0.0687,0.0804
113.956,0.776,0.564,0,0.189,0.386
155.982,0.75,0.639,0,0.381,0.186
155.978,0.655,0.793,1.05E-05,0.104,0.679
160.118,0.703,0.589,1.37E-06,0.138,0.8
150.039,0.717,0.885,0,0.209,0.545
144.998,0.577,0.896,0,0.627,0.371
130.002,0.906,0.61,0.000147,0.0851,0.422
170.109,0.732,0.727,0,0.492,0.341
151.978,0.575,0.457,5.89E-05,0.106,0.221
164.955,0.545,0.505,0,0.0883,0.197
139.947,0.943,0.337,0,0.112,0.32
111.359,0.888,0.759,7.51E-06,0.103,0.747
113.25,0.637,0.553,0.166,0.207,0.676
159.736,0.482,0.567,0.0561,0.113,0.0696
220.046,0.835,0.558,0,0.0749,0.365
170.021,0.588,0.794,0,0.139,0.212
134.966,0.599,0.509,0.00367,0.146,0.04
151.962,0.669,0.912,0,0.0687,0.337
110.495,0.423,0.732,0,0.113,0.107
190.03,0.443,0.658,0,0.128,0.28
175.968,0.698,0.44,0,0.104,0.309
134.983,0.682,0.504,0.468,0.133,0.0859
171.866,0.669,0.907,5.24E-05,0.173,0.374
143.578,0.845,0.336,0.124,0.0844,0.139
179.98,0.692,0.49,0,0.365,0.171
130.624,0.619,0.591,0.000145,0.107,0.214
169.031,0.664,0.838,0.00423,0.117,0.549
159.983,0.762,0.803,0.296,0.345,0.736
152.984,0.757,0.512,0.0234,0.119,0.633
137.992,0.751,0.64,0.428,0.124,0.416
157.96,0.674,0.676,2.15E-05,0.0622,0.478
155.081,0.57,0.45,0.0596,0.158,0.0395
153.942,0.765,0.823,0.00338,0.126,0.477
149.698,0.436,0.61,2.14E-05,0.124,0.0971
220.29,0.552,0.379,0.000141,0.12,0.124
213.956,0.817,0.605,0.0442,0.224,0.546
212.07,0.68,0.575,0.408,0.0487,0.433
119.02,0.518,0.591,0,0.266,0.0753
143.97,0.829,0.609,0.261,0.11,0.696
160.037,0.689,0.586,0,0.12,0.49
140.032,0.529,0.467,4.28E-06,0.0822,0.0463
218.87,0.32,0.74,0,0.0595,0.165
123.993,0.874,0.621,6.08E-06,0.101,0.365
151.976,0.701,0.339,0.00121,0.0675,0.144
160.207,0.636,0.593,0,0.197,0.3
130.021,0.822,0.901,0.0207,0.329,0.708
192.07,0.829,0.619,0.000371,0.0975,0.351
159.958,0.7,0.326,0.727,0.092,0.034
150.014,0.475,0.691,2.23E-05,0.187,0.505
140.032,0.753,0.583,0.0494,0.0813,0.0735
120.046,0.734,0.446,7.48E-05,0.11,0.153
